record_id,timestamp,agitator_tag,gearbox_tag,motor_tag,component,measurement_type,item_description,unit,source_value,operating_state,record_note
LOG-00519,2026-07-09 07:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,recirculation,historian point
LOG-00520,2026-07-09 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,76.8,recirculation,historian point
LOG-00521,2026-07-09 08:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.5,recirculation,historian point
LOG-00522,2026-07-09 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.23,recirculation,historian point
LOG-00523,2026-07-09 08:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.2,recirculation,historian point
LOG-00524,2026-07-09 08:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,recirculation,historian point
LOG-00525,2026-07-09 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.0,recirculation,historian point
LOG-00526,2026-07-09 09:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.7,recirculation,historian point
LOG-00527,2026-07-09 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.21,recirculation,historian point
LOG-00528,2026-07-09 09:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.3,recirculation,historian point
LOG-00529,2026-07-09 09:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,recirculation,historian point
LOG-00530,2026-07-09 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.1,recirculation,historian point
LOG-00531,2026-07-09 10:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,80.9,heat-up,historian point
LOG-00532,2026-07-09 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.18,heat-up,historian point
LOG-00533,2026-07-09 10:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.3,heat-up,historian point
LOG-00534,2026-07-09 10:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00535,2026-07-09 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.3,heat-up,historian point
LOG-00536,2026-07-09 11:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.0,heat-up,historian point
LOG-00537,2026-07-09 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.15,heat-up,historian point
LOG-00538,2026-07-09 11:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.3,heat-up,historian point
LOG-00539,2026-07-09 11:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00540,2026-07-09 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.5,heat-up,historian point
LOG-00541,2026-07-09 12:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.2,heat-up,historian point
LOG-00542,2026-07-09 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.13,heat-up,historian point
LOG-00543,2026-07-09 12:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.2,heat-up,historian point
LOG-00544,2026-07-09 12:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00545,2026-07-09 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00546,2026-07-09 13:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.4,heat-up,historian point
LOG-00547,2026-07-09 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.10,heat-up,historian point
LOG-00548,2026-07-09 13:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.2,heat-up,historian point
LOG-00549,2026-07-09 13:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00550,2026-07-09 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.7,heat-up,historian point
LOG-00551,2026-07-09 14:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.6,heat-up,historian point
LOG-00552,2026-07-09 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.08,heat-up,historian point
LOG-00553,2026-07-09 14:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.2,heat-up,historian point
LOG-00554,2026-07-09 14:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00555,2026-07-09 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.8,heat-up,historian point
LOG-00556,2026-07-09 15:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,81.9,heat-up,historian point
LOG-00557,2026-07-09 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.06,heat-up,historian point
LOG-00558,2026-07-09 15:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.1,heat-up,historian point
LOG-00559,2026-07-09 15:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,heat-up,historian point
LOG-00560,2026-07-09 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.0,heat-up,historian point
LOG-00561,2026-07-09 16:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,82.1,heat-up,historian point
LOG-00562,2026-07-09 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.04,heat-up,historian point
LOG-00563,2026-07-09 16:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,98.0,heat-up,historian point
LOG-00564,2026-07-09 16:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,heat-up,historian point
LOG-00565,2026-07-09 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.0,heat-up,historian point
LOG-00566,2026-07-09 17:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,82.3,recirculation,historian point
LOG-00567,2026-07-09 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.03,recirculation,historian point
LOG-00568,2026-07-09 17:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.9,recirculation,historian point
LOG-00569,2026-07-09 17:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00570,2026-07-09 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.1,recirculation,historian point
LOG-00571,2026-07-09 18:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,82.5,batch hold,historian point
LOG-00572,2026-07-09 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.01,batch hold,historian point
LOG-00573,2026-07-09 18:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.8,batch hold,historian point
LOG-00574,2026-07-09 18:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00575,2026-07-09 18:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00576,2026-07-09 19:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,82.7,batch hold,historian point
LOG-00577,2026-07-09 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.00,batch hold,historian point
LOG-00578,2026-07-09 19:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.7,batch hold,historian point
LOG-00579,2026-07-09 19:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00580,2026-07-09 19:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00581,2026-07-09 20:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.0,batch hold,historian point
LOG-00582,2026-07-09 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.99,batch hold,historian point
LOG-00583,2026-07-09 20:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.6,batch hold,historian point
LOG-00584,2026-07-09 20:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00585,2026-07-09 20:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00586,2026-07-09 21:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.2,batch hold,historian point
LOG-00587,2026-07-09 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.99,batch hold,historian point
LOG-00588,2026-07-09 21:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.4,batch hold,historian point
LOG-00589,2026-07-09 21:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00590,2026-07-09 21:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00591,2026-07-09 22:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.4,batch hold,historian point
LOG-00592,2026-07-09 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.99,batch hold,historian point
LOG-00593,2026-07-09 22:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.3,batch hold,historian point
LOG-00594,2026-07-09 22:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00595,2026-07-09 22:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00596,2026-07-09 23:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.6,batch hold,historian point
LOG-00597,2026-07-09 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.99,batch hold,historian point
LOG-00598,2026-07-09 23:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.1,batch hold,historian point
LOG-00599,2026-07-09 23:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,batch hold,historian point
LOG-00600,2026-07-09 23:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,batch hold,historian point
LOG-00601,2026-07-10 00:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.8,recirculation,historian point
LOG-00602,2026-07-10 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,5.99,recirculation,historian point
LOG-00603,2026-07-10 00:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,97.0,recirculation,historian point
LOG-00604,2026-07-10 00:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00605,2026-07-10 00:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,recirculation,historian point
LOG-00606,2026-07-10 01:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,83.9,recirculation,historian point
LOG-00607,2026-07-10 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.00,recirculation,historian point
LOG-00608,2026-07-10 01:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.8,recirculation,historian point
LOG-00609,2026-07-10 01:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00610,2026-07-10 01:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.2,recirculation,historian point
LOG-00611,2026-07-10 02:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.1,recirculation,historian point
LOG-00612,2026-07-10 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.01,recirculation,historian point
LOG-00613,2026-07-10 02:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.7,recirculation,historian point
LOG-00614,2026-07-10 02:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00615,2026-07-10 02:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.1,recirculation,historian point
LOG-00616,2026-07-10 03:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.2,recirculation,historian point
LOG-00617,2026-07-10 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.03,recirculation,historian point
LOG-00618,2026-07-10 03:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.5,recirculation,historian point
LOG-00619,2026-07-10 03:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00620,2026-07-10 03:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.1,recirculation,historian point
LOG-00621,2026-07-10 04:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.3,recirculation,historian point
LOG-00622,2026-07-10 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.04,recirculation,historian point
LOG-00623,2026-07-10 04:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.3,recirculation,historian point
LOG-00624,2026-07-10 04:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00625,2026-07-10 04:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.0,recirculation,historian point
LOG-00626,2026-07-10 05:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.4,recirculation,historian point
LOG-00627,2026-07-10 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.06,recirculation,historian point
LOG-00628,2026-07-10 05:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.2,recirculation,historian point
LOG-00629,2026-07-10 05:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.9,recirculation,historian point
LOG-00630,2026-07-10 05:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,78.0,recirculation,historian point
LOG-00631,2026-07-10 06:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.5,recirculation,historian point
LOG-00632,2026-07-10 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.09,recirculation,historian point
LOG-00633,2026-07-10 06:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,96.0,recirculation,historian point
LOG-00634,2026-07-10 06:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,recirculation,historian point
LOG-00635,2026-07-10 06:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.9,recirculation,historian point
LOG-00636,2026-07-10 07:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.6,recirculation,historian point
LOG-00637,2026-07-10 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.11,recirculation,historian point
LOG-00638,2026-07-10 07:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.9,recirculation,historian point
LOG-00639,2026-07-10 07:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,recirculation,historian point
LOG-00640,2026-07-10 07:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.8,recirculation,historian point
LOG-00641,2026-07-10 08:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.7,recirculation,historian point
LOG-00642,2026-07-10 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.14,recirculation,historian point
LOG-00643,2026-07-10 08:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.7,recirculation,historian point
LOG-00644,2026-07-10 08:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,recirculation,historian point
LOG-00645,2026-07-10 08:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.8,recirculation,historian point
LOG-00646,2026-07-10 09:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.7,recirculation,historian point
LOG-00647,2026-07-10 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.18,recirculation,historian point
LOG-00648,2026-07-10 09:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.6,recirculation,historian point
LOG-00649,2026-07-10 09:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,recirculation,historian point
LOG-00650,2026-07-10 09:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.7,recirculation,historian point
LOG-00651,2026-07-10 10:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.7,heat-up,historian point
LOG-00652,2026-07-10 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.21,heat-up,historian point
LOG-00653,2026-07-10 10:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.5,heat-up,historian point
LOG-00654,2026-07-10 10:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00655,2026-07-10 10:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.7,heat-up,historian point
LOG-00656,2026-07-10 11:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.7,heat-up,historian point
LOG-00657,2026-07-10 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.25,heat-up,historian point
LOG-00658,2026-07-10 11:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.3,heat-up,historian point
LOG-00659,2026-07-10 11:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.8,heat-up,historian point
LOG-00660,2026-07-10 11:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00661,2026-07-10 12:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.7,heat-up,historian point
LOG-00662,2026-07-10 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.29,heat-up,historian point
LOG-00663,2026-07-10 12:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.2,heat-up,historian point
LOG-00664,2026-07-10 12:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,heat-up,historian point
LOG-00665,2026-07-10 12:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00666,2026-07-10 13:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.6,heat-up,historian point
LOG-00667,2026-07-10 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.33,heat-up,historian point
LOG-00668,2026-07-10 13:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.1,heat-up,historian point
LOG-00669,2026-07-10 13:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,heat-up,historian point
LOG-00670,2026-07-10 13:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00671,2026-07-10 14:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.6,heat-up,historian point
LOG-00672,2026-07-10 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.37,heat-up,historian point
LOG-00673,2026-07-10 14:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.1,heat-up,historian point
LOG-00674,2026-07-10 14:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,heat-up,historian point
LOG-00675,2026-07-10 14:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00676,2026-07-10 15:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.5,heat-up,historian point
LOG-00677,2026-07-10 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.41,heat-up,historian point
LOG-00678,2026-07-10 15:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,95.0,heat-up,historian point
LOG-00679,2026-07-10 15:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.7,heat-up,historian point
LOG-00680,2026-07-10 15:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00681,2026-07-10 16:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.5,heat-up,historian point
LOG-00682,2026-07-10 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.46,heat-up,historian point
LOG-00683,2026-07-10 16:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,heat-up,historian point
LOG-00684,2026-07-10 16:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,heat-up,historian point
LOG-00685,2026-07-10 16:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,heat-up,historian point
LOG-00686,2026-07-10 17:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.4,recirculation,historian point
LOG-00687,2026-07-10 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,vibration velocity horizontal,gearbox DE bearing vibration velocity horizontal,mm/s,6.50,recirculation,historian point
LOG-00688,2026-07-10 17:00,AGT-44,GBX-44,MTR-44,motor,motor current,motor current,A,94.9,recirculation,historian point
LOG-00689,2026-07-10 17:00,AGT-44,GBX-44,MTR-44,impeller shaft,impeller shaft speed tachometer,impeller shaft speed tachometer,rpm,91.6,recirculation,historian point
LOG-00690,2026-07-10 17:00,AGT-44,GBX-44,MTR-44,gearbox DE bearing,bearing temperature,gearbox DE bearing temperature,degC,77.6,recirculation,historian point
LOG-00691,2026-07-10 18:00,AGT-44,GBX-44,MTR-44,gearbox,gearbox oil temperature,gearbox oil temperature,degC,84.3,batch hold,historian point
